participant_id,sample_no,text,label_id,label_name
3,102,"I opened the fridge and something smelled absolutely awful. I dont know what went bad, but it honestly made me feel sick. How do I get rid of the smell and stop it happening again? I feel like something must have been left in there for too long, but I cannot immediately tell what caused it. Now I am worried that even after I throw the bad food away, the smell might still stay inside the fridge. I really want to clean it properly instead of just making it smell slightly better for a short time. I also want to avoid this happening again, because it is such an unpleasant surprise.",5,disgust
3,103,"No wayI just checked my grade and its much higher than I expected. Im honestly shocked because I thought I did badly. How should I reply to my tutor, or should I ask for feedback anyway? I am obviously happy and relieved, but I also feel a little confused because this was not the outcome I had prepared myself for. I had already assumed that I had made quite a few mistakes, so seeing a much better result feels strange in a good way. At the same time, I still want to understand what I did well and what I could improve, so I am wondering whether asking for feedback would still be useful.",6,surprise
3,104,"I finally have a quiet evening with nothing urgent to do. I just want to slow down and reset after a busy week. Can you suggest a simple wind-down routine so I can feel calm and sleep well? I do not want to waste the evening doing something that leaves me feeling more tired or mentally overloaded. What I really need is something simple and realistic that helps me switch off properly. The past few days have been quite full, and I can feel that I need a bit of space to breathe and settle down. I would love a routine that helps me feel relaxed, clear-headed, and ready for a better night of sleep.",7,calm
3,105,"My Wi-Fi keeps cutting out and its driving me crazy. Every time Im uploading something or joining an online meeting, it disconnects. Ive restarted it so many times and nothing seems to help. It is becoming really frustrating because I cannot rely on the connection when I actually need it most. It always seems to fail at the worst possible moment, which makes even simple tasks feel stressful. I have already tried the obvious first step by restarting everything, but since that has not solved it, I feel stuck and annoyed. I just want a practical way to figure out what is causing the problem and how I can fix it properly.",3,angry
3,106,"Ive been feeling a bit down lately, and I dont know why. Nothing terrible has happened, but I still feel heavy and unmotivated. Even simple tasks feel harder than usual. That is what makes it more confusing, because there is no one clear reason I can point to. On the outside everything seems fine, but inside I feel lower on energy and less interested in doing things I would normally just get on with. It is not dramatic, but it does affect my daily life in a quiet way. I think I mainly want to understand how to respond to this kind of feeling and what small steps might help me feel more like myself again.",2,sad
3,107,"Im going on a trip soonwoohoo! I want to make the most of it because I have really been looking forward to having a change of scene. It feels exciting to know that I will get a break from my normal routine and have something enjoyable to focus on. At the same time, I want to be organised enough that I do not leave everything until the last minute and turn the trip into a stressful experience. I am already thinking about what to pack, what I should prepare in advance, and how to make sure I can properly enjoy the whole experience once it starts.",1,happy
3,108,"Im nervous about my presentation next week because I really want it to go well, and I keep thinking about all the things that could go wrong. I worry that I might speak too quickly, forget part of what I want to say, or feel tense when everyone is looking at me. Even though I know preparation will help, the pressure is still there in the back of my mind. I think what I need most is a way to feel more steady and confident before the day arrives, so I can focus on delivering my points clearly instead of getting overwhelmed by anxiety.",4,fearful
3,109,"I finally fixed the bugyes! Ive been stuck on it for longer than I expected, so solving it feels incredibly satisfying. There was a point where I honestly started doubting whether I would find the cause at all, because every small change seemed to create more confusion instead of giving me a clear answer. That is why fixing it now feels like such a relief. It is not only about getting the code to work again. It also gives me a sense of progress and reminds me that being patient and testing things carefully usually pays off in the end.",1,happy
3,110,"Im not sure what to eat today and I dont want to spend ages overthinking it. I just want something that is simple, satisfying, and realistic for how much time and energy I have right now. Sometimes choosing food feels harder than it should, especially when I am a bit tired or do not feel strongly about anything in particular. I do not necessarily want a big meal or anything complicated. I just want something that fits my mood, is easy to get or make, and leaves me feeling comfortably full without turning it into a whole decision-making process.",0,neutral
3,111,"I miss home a lot right now. I keep thinking about the people, the familiar places, and the small things I usually do not notice until I am away from them. It is a strange feeling because part of me is fine and carrying on with life as usual, but another part of me feels a little heavy and emotionally tired. Sometimes it gets stronger when things are quiet, and I suddenly become very aware of the distance. I know homesickness is normal, but at the moment it feels quite real, and I think I just need a bit of comfort or something that helps me feel more connected.",2,sad
3,112,"I tried a new meal from the supermarket and the taste was so unexpected that I still cannot decide whether I liked it or not. At first I thought it would be a safe choice, but once I started eating it, I realised it was very different from what I had imagined. It was not necessarily terrible, but it definitely caught me off guard and made the whole experience a bit strange. Now I keep thinking about whether I would buy it again or whether it was just one of those things that seemed better in theory than in reality. It was definitely memorable, even if I am still undecided.",6,surprise
3,113,"Im sitting in the library with a cup of tea and everything feels unusually quiet and still at the moment. It is actually quite nice to have this kind of calm space, especially when life has been busy or noisy. I am not in a rush right now, and that makes a big difference to how I feel mentally. There is something comforting about just sitting here, having a warm drink, and letting myself slow down a little. It is not an exciting moment in a dramatic way, but it feels peaceful and grounding, and I think I really needed that kind of atmosphere today.",7,calm
3,114,"I dont feel like talking much today. Im not up for a lot of conversation, and I think I just need a bit more quiet than usual. It is not that I am angry with anyone or that something specific has happened. I just feel more withdrawn and low-energy, and speaking a lot feels like more effort than normal. Sometimes I think people assume silence means something is wrong, but for me it can simply mean I need space to reset. I would rather keep things gentle and simple today, and maybe once I have had enough time to myself, I will feel more open again.",2,sad
3,115,"I need to email my professor to ask about the right way to handle something, but I keep putting it off because I do not know how to phrase it properly. I want to sound polite and clear without making the message too long or confusing. Sometimes writing these kinds of emails feels more stressful than it probably should, because I keep second-guessing every sentence. I know it would be better to just send it and get an answer, but I still feel hesitant. I think what I really need is a simple structure so I can say what I need to say confidently and stop delaying it.",4,fearful
3,116,"The coursework instructions are so unclear and it is making the whole task more stressful than it needs to be. I keep reading through the guidance and still feel unsure about what is actually expected, which makes it hard to start with confidence. The frustrating part is that I want to do the work properly, but when the instructions are vague, I end up worrying about whether I might misunderstand something important. That uncertainty wastes a lot of time and mental energy. I really wish the requirements were more straightforward, because then I could focus on the task itself instead of constantly trying to interpret what they mean.",3,angry
3,117,"Im worried my experiment results wont be good enough, and that thought has been sitting in the back of my mind for a while. I know that experiments do not always go perfectly and that unexpected results are part of the process, but it is still hard not to worry. A lot of time and effort goes into planning, testing, and collecting everything, so of course I want the outcome to be useful and meaningful. What makes it stressful is the uncertainty, because I cannot fully control how the results will turn out. I just hope that even if they are not ideal, they will still show something valuable.",4,fearful
3,118,"I have a lecture recording to review, but its easy to keep postponing it because it feels like one of those tasks that should be simple, yet somehow takes more effort to start than expected. I know reviewing it would probably help me feel more prepared and less rushed later on, but right now I do not feel especially motivated. Maybe it is because watching a recording requires attention without feeling immediately urgent. Still, I know it would be better to do it sooner rather than later. I think once I actually start, it will probably be fine, but getting started is the hardest part.",0,neutral
3,119,"I just checked the timetable and our room has looked different from what I expected, which immediately made me pause and double-check everything. It is a small thing, but changes like that can be surprisingly stressful because they make me wonder whether I have misunderstood some detail or missed an update. I do not want to turn up to the wrong place or realise too late that the plan has changed. Even when the issue is minor, it can still create that quick feeling of uncertainty and tension. I think I just need to confirm the correct information so I can stop thinking about it and feel settled again.",4,fearful
3,120,"I took a slow walk after dinner and it helped me feel noticeably calmer than I was before. I did not do anything special, but just moving at an easy pace and getting a bit of fresh air seemed to clear my head. Sometimes when the day feels full or mentally noisy, a quiet walk is enough to create a small reset. I came back feeling lighter and more settled, which was nice because I had not realised how much tension I was carrying before. It reminded me that simple things can sometimes help more than expected when I need to slow down.",7,calm
3,121,"I need to reorganise my desk because it has become a bit messy lately. There is nothing urgent or dramatic about it, but I can tell the clutter is starting to make things less convenient. Papers, chargers, and small items are all mixed together, so even simple things take longer to find than they should. I do not feel upset about it, but I do think a cleaner space would help me focus better. I just want to sort everything out properly, put things back in the right place, and make the desk feel easier to use again.",0,neutral
3,122,"I have a few errands to do this afternoon, and Im trying to decide the best order to do them in. None of them are especially difficult, but I do not want to waste time going back and forth unnecessarily. I need to think a little about what is most practical, what is closest, and what can be done quickly. It is one of those small everyday situations where being organised makes everything smoother. I am not stressed about it, but I would still like to plan it sensibly so I can finish everything efficiently and still have some time left afterwards.",0,neutral
3,123,"Im thinking about changing my phone wallpaper because Ive had the same one for ages. It is obviously not a major decision, but sometimes small changes make things feel a bit fresher. I have looked at a few options already, but I still have not chosen one because I want something simple that I will not get tired of too quickly. I am not emotionally attached to the current one, so it is really just a matter of preference. I just want something that looks clean, feels nice to open every day, and suits my mood at the moment.",0,neutral
3,124,"I need to choose a time to do my laundry this week, and Im trying to fit it around everything else. It is a pretty ordinary task, but it still needs a bit of planning because I do not want it to interrupt other things I need to do. If I leave it too late, it becomes inconvenient, but if I do it at the right time, it is easy to manage. I am not bothered by it, and I am not in a hurry either. I just want to pick a practical time, get it done, and not have to think about it again afterwards.",0,neutral
3,125,"My package finally arrived today, and I was so pleased when I saw it at the door. I had been waiting for it for a while, so it felt really satisfying to know it had finally turned up. It is not only about the item itself, but also the small excitement that comes with receiving something you have been looking forward to. Opening the package instantly made my mood better. Even though it is a simple everyday thing, it still felt like a nice little win. Moments like that can be surprisingly uplifting when the rest of the week feels busy or routine.",1,happy
3,126,"I cooked something today and it actually turned out really well. I was half expecting it to be average or for something to go wrong along the way, so I was genuinely happy when it came out tasting good. It made the whole process feel more rewarding, because cooking feels much more enjoyable when the result is satisfying. I also liked the feeling of being able to make something for myself instead of just choosing the easiest option. It is a small thing, but it gave me a sense of accomplishment and made the meal feel much more enjoyable than usual.",1,happy
3,127,"I got a really nice message from a friend today, and it honestly made my day better. It was unexpected, which made it feel even more meaningful. Sometimes when you are busy, you forget how much a simple message can affect your mood, but this one really made me smile. It reminded me that being thought of by someone else can be very comforting. I was already having a normal day, but after reading it, everything felt a bit lighter and warmer. Small moments of kindness like that stay with me longer than people probably realise.",1,happy
3,128,"I finished a task earlier than I expected, and I felt so relieved afterwards. I had been mentally preparing myself for it to take much longer, so completing it ahead of time felt surprisingly rewarding. It gave me a nice sense of progress and also freed up some mental space, because I no longer had it hanging over me. What I liked most was the feeling of being back in control of my time. Even though it was not something huge, I still felt proud of getting it done efficiently. It is always satisfying when effort pays off more smoothly than expected.",1,happy
3,129,"I found an old photo on my phone today, and it made me feel unexpectedly emotional. It brought back memories I had not thought about for a while, and for a moment I just sat there looking at it. The photo itself was simple, but it reminded me of a time, place, or feeling that I miss more than I usually notice. That kind of sadness is quiet rather than dramatic, but it still lingers. It makes you pause and realise how quickly things change. I think what affected me most was the contrast between that memory and where life feels now.",2,sad
3,130,"I had plans that got cancelled at the last minute, and it left me feeling a bit low. I know things change and people cannot always help it, so I am not angry about it. Still, when you have already imagined how something will go, it is disappointing when it suddenly does not happen. What makes it worse is that the time then feels strangely empty, because I had already set it aside in my mind. It is not a huge problem, but it still changed my mood more than I expected. I think I just felt let down in a quiet kind of way.",2,sad
3,131,"Ive been thinking about how quickly time is passing, and its made me feel a little melancholy. There is nothing specifically wrong, but sometimes I suddenly become very aware that certain stages of life do not last forever. That feeling can be a bit heavy, especially when I think about people, routines, or moments that I know will change one day. It is not exactly fear, and it is not exactly regret either. It is more like a soft sadness that comes from realising how temporary things are. It makes me want to appreciate things more, but it also leaves me feeling reflective and slightly low.",2,sad
3,132,"I was too tired to do something I had been hoping to enjoy, and that felt disappointing. I had wanted to use the time well and do something that would make the day feel a bit better, but by the time I got to it, I had no energy left. That kind of situation always leaves me feeling slightly frustrated with myself, even when I know being tired is normal. It is not a major setback, but it still feels like I missed a small opportunity. I think that is why it feels a bit sad, because I wanted more from the day than I could actually manage.",2,sad
3,133,"Someone kept interrupting me while I was trying to explain something, and it really annoyed me. I was already making an effort to be clear and patient, so being cut off again and again felt disrespectful. It is frustrating when you cannot even finish your point properly, especially when what you are saying is relevant and worth hearing. What made it worse was the feeling that I had to stay calm while becoming more irritated inside. I do not like reacting too strongly in situations like that, but it definitely affected my mood. I just wanted the basic chance to speak without constantly being interrupted.",3,angry
3,134,"My computer froze right in the middle of something important, and I was so frustrated. It happened at exactly the wrong moment, which somehow made the whole thing even more irritating. I had already been concentrating for quite a while, and then suddenly everything stopped responding. What annoys me most in situations like that is the loss of momentum, because even if nothing is permanently lost, the interruption ruins your focus. I had to sit there waiting and hoping it would recover, which only made me more impatient. It is the kind of problem that feels small from the outside but incredibly annoying in the moment.",3,angry
3,135,"There was a long queue somewhere I needed to be, and it put me in a bad mood almost immediately. Usually I try to be patient, because I know queues are just part of daily life, but this one moved so slowly that it became genuinely irritating. I kept feeling like time was being wasted while I could do nothing about it. The worst part was not even the waiting itself, but the feeling of being stuck and unable to move things along. After a while, small inconveniences like that build up and affect my mood much more than they probably should.",3,angry
3,136,"I spent ages looking for something, and then realised it had been moved by someone else. That really annoyed me, because if something is no longer where it usually is, it turns a simple task into an unnecessary problem. I wasted time checking obvious places, retracing my steps, and wondering if I had misplaced it myself. Then finding out it had simply been moved made the whole situation feel even more frustrating. It is not just about the item. It is the feeling of losing time and energy over something that could easily have been avoided. That kind of thing irritates me much more than it should.",3,angry
3,137,"I have to wait for an important reply, and the uncertainty is making me anxious. The hardest part is not being able to do much while I wait. My mind keeps imagining different possibilities, and even though I know some of them are probably unrealistic, it is still difficult to stay fully calm. Waiting like this makes time feel slower, because the situation sits in the background of everything else I do. I think what I find most stressful is not knowing what to expect. If I had more clarity, I would feel much better, but right now the uncertainty itself is the main source of stress.",4,fearful
3,138,"Im worried I might be forgetting something important for tomorrow. I have checked things already, but that nagging feeling is still there, which makes it hard to fully relax. Sometimes anxiety is like that. Even when you have prepared reasonably well, your mind keeps searching for the one thing that might have been missed. I do not have clear evidence that there is actually a problem, but the possibility still makes me uneasy. I think what I need is a more systematic way to go through everything once, so I can reassure myself properly instead of just worrying in circles.",4,fearful
3,139,"I need to make a decision soon, and Im nervous about choosing the wrong option. It feels like one of those moments where even a small choice seems to carry more weight than usual. I keep thinking through the different possibilities and trying to predict which one will lead to the best outcome, but that also makes me more uncertain. The fear is not only about making a mistake. It is also about regretting the choice later and wondering whether I should have done something differently. I know I cannot predict everything perfectly, but right now the pressure of deciding still feels quite stressful.",4,fearful
3,140,"I keep thinking about a conversation I need to have, and it makes me uneasy. It is not necessarily going to go badly, but because it matters to me, I cannot stop anticipating different outcomes. I worry about saying the wrong thing, sounding unclear, or creating unnecessary tension. Difficult conversations often feel heavier in your head before they even happen, and I think that is exactly what is happening here. Part of me wants to get it over with, but another part keeps delaying it because of that anxious feeling. I think I just want to handle it calmly without making the situation worse.",4,fearful
3,141,"I touched something sticky by accident, and it was honestly horrible. It was one of those immediate physical reactions where you want to pull your hand away straight away and wash it as quickly as possible. Even after cleaning it off, the unpleasant feeling somehow stayed in my mind. It is strange how something so small can create such a strong sense of discomfort. I think what makes it worse is the uncertainty of not knowing exactly what it was or how long it had been there. It was not dangerous or dramatic, but it was definitely enough to leave me feeling deeply uncomfortable.",5,disgust
3,142,"I saw food that had clearly been left out for far too long, and it looked really off-putting. Even from a distance, it was obvious that it was no longer fresh, and the sight of it alone was enough to make me not want to go near it. There is something particularly unpleasant about food when it starts to look wrong, because your brain immediately reacts with rejection. I did not even need to smell it to feel uncomfortable. It was just one of those moments that creates an instant sense of disgust. I wanted it gone immediately so I would not have to look at it any longer.",5,disgust
3,143,"There was a really unpleasant smell in the corridor, and it made the whole area feel uncomfortable. Smells can affect me very quickly, and this one was strong enough that I immediately wanted to move away. What is difficult about bad smells is that they are hard to ignore once you notice them. Even if you try to focus on something else, the discomfort stays there in the background. I think that is why my reaction was so strong. It was not just a mild inconvenience. It genuinely changed how I felt in that space and made me want to leave as soon as possible.",5,disgust
3,144,"I noticed something dirty that clearly should have been cleaned earlier, and it really put me off. It was the kind of thing that instantly makes you not want to touch anything nearby, because it changes how clean the whole place feels. Even if it is not directly affecting you, it still creates that strong reaction of wanting distance. I think disgust is such a physical emotion, because it is not only a thought. It is an immediate feeling in the body as well. My first instinct was just that it needed to be dealt with properly, because seeing it there was genuinely unpleasant.",5,disgust
3,145,"I ran into someone unexpectedly today, and I was genuinely surprised to see them. It took me a second to recognise what was happening, because I had absolutely not expected to meet them there. That kind of moment always feels slightly unreal at first, especially when the person is connected to a different part of your life. The surprise itself was not negative. It was just strong because it was so unplanned. For a brief moment, it completely changed the direction of my thoughts. Encounters like that are memorable because they interrupt the normal rhythm of the day in a very sudden way.",6,surprise
3,146,"I opened my email and found something I really wasnt expecting. At first I had to read it twice just to make sure I had understood it properly, because it was so different from what I had assumed would be there. The unexpected part is what made the reaction feel strong. Even though it was only a message, it immediately changed my mood and made me stop everything else for a moment. I think surprise can be strange like that. It does not last forever, but it creates a very clear instant reaction. I was definitely caught off guard in that moment.",6,surprise
3,147,"Something worked on the first try today, and that honestly surprised me. I had already prepared myself for at least one small problem, delay, or adjustment, because that is usually how these things go. So when it worked immediately, I almost did not trust it at first. I had to pause and check again just to make sure I was not missing something. It was a good surprise, but a surprise nonetheless. I think that is why it stood out so clearly. When you are used to expecting complications, a smooth result can feel unexpectedly striking and leave a stronger impression than it normally would.",6,surprise
3,148,"I sat by the window for a while this morning, and it felt surprisingly peaceful. I was not doing anything particularly productive, but that was part of why the moment felt so calm. There was no pressure, no rush, and no need to immediately move on to the next thing. I think I often underestimate how much quiet moments like that help me settle mentally. Just sitting there and letting myself pause for a little while made everything feel slower in a good way. It reminded me that calm does not always come from doing something special. Sometimes it comes from simply allowing stillness.",7,calm
3,149,"I made myself a warm drink and took a proper break, and it helped me feel much more settled. Before that, my mind felt busy and slightly scattered, even though I was not doing anything dramatic. Taking a step back for a few minutes made a bigger difference than I expected. There is something about slowing down and focusing on one simple, comforting thing that helps everything else feel more manageable. It was not excitement or relief exactly. It was more like a steady, quiet feeling of balance. I think those small moments are really useful when I need to reset without overcomplicating things.",7,calm
3,150,"I spent some time tidying a small area of my room, and afterwards I felt much calmer. It was not a big task, but the process itself was quite soothing because it gave me something simple and clear to focus on. When the space looked better, my mind also felt less cluttered somehow. I think that is why tidying can sometimes be more calming than people expect. It creates a small sense of order without requiring too much effort. By the end, I was not only pleased that it was done. I also felt more settled and more comfortable in the space around me.",7,calm
4,151,"I need to compare early fusion and late fusion in our project report, and I want the explanation to sound clear, concise, and properly academic rather than casual. Right now I understand the rough idea, but I keep mixing up where the modalities are combined, what the advantages are, and what kinds of errors each method is more sensitive to. I also need to explain why one approach might be better for our current system without sounding too biased. Could you help me turn this into a short outline with key points, limitations, and a sensible structure for the paragraph?",0,neutral
4,152,"Our supervisor might ask why our evaluation metric is lower than we hoped, and I am already nervous because I do not want to freeze or give a weak answer in the meeting. I keep thinking that if I explain it badly, it will sound like we do not understand our own project, even though we have actually done a lot of work. I want to prepare something honest but still confident, covering issues like dataset size, label quality, task difficulty, and trade-offs in the current setup. Could you help me rehearse a calm explanation before I overthink this even more?",4,fearful
4,153,"I spent a long time trying to make my coursework code run in WSL, but every time I fix one issue, another problem appears, and it is becoming really draining. First it was the environment, then a missing package, then a path problem, and now VS Code is using the wrong interpreter again. I know these are normal technical issues, but right now it feels like I am wasting hours on setup instead of actually learning or making progress on the task itself. Could you help me make a clear troubleshooting order so I can stop jumping around and feeling stuck?",3,angry
4,154,"I had a plan for this week to make real progress on my project, but in the end I did much less than I expected, and now I feel disappointed in myself. What makes it worse is that I was not doing nothing the whole time, but somehow the important parts still remain unfinished, so it feels like effort was spent without visible results. I know one bad week should not define everything, but it is hard not to compare myself with people who seem much more disciplined and productive. Could you help me reset my plan without making me feel even worse about falling behind?",2,sad
4,155,"I am honestly annoyed because some coursework instructions are written in a way that is far less clear than they should be, and then students are expected to somehow guess the intended meaning. I do not mind difficult work, but I really dislike wasting time trying to interpret vague wording, hidden requirements, or inconsistent examples. It feels unfair when so much effort goes into understanding what the task even wants rather than actually doing the intellectual part of the assignment. Could you help me rewrite the task requirements into plain, structured language so I can finally focus on solving the real problem?",3,angry
4,156,"I have been sleeping badly recently, and the worst part is that when I lie down, my brain suddenly starts replaying every unfinished task, awkward conversation, and possible future problem. Then I become stressed about not sleeping, which makes it even harder to fall asleep, and the whole thing turns into a cycle. The next day I feel tired, less focused, and even more worried that I am falling behind in work because of poor sleep. Could you help me come up with a realistic plan for tonight that is simple, calm, and does not rely on extreme self-discipline?",4,fearful
4,157,"I finally got one part of my code working properly after struggling with it for quite a while, and I felt genuinely relieved and happy when I saw the result run without errors. It was not even a huge module, but because I had been stuck on it for so long, solving it gave me a strong sense of momentum that I had not felt in days. Moments like this remind me that progress can suddenly become visible after a lot of confusion and failed attempts. Could you help me turn this positive mood into a sensible plan so I can keep moving while my confidence is still high?",1,happy
4,158,"I want to prepare a short explanation of why we use an LLM-as-a-judge setup for our experiment, especially because I know someone may question whether that evaluation method is reliable. I do not want to oversell it, but I also do not want to make it sound weak or arbitrary. Ideally I need a balanced explanation that covers practicality, consistency, scalability, and the fact that human evaluation is still valuable even if we cannot afford it at full scale. Could you help me write a paragraph that sounds measured, technically informed, and suitable for a project report or presentation?",0,neutral
4,159,"I have a presentation coming up, and I am worried that someone will ask a question right at the edge of what I understand, and then I will panic and say something unclear. It is not that I know nothing about the topic, but under pressure my mind sometimes goes blank, especially when I feel that everyone is watching for mistakes. I want to prepare for the kinds of questions that sound simple at first but are actually difficult to answer well, such as limitations, alternative methods, and reasons for design choices. Could you help me practice a few safe but intelligent ways to answer when I am nervous?",4,fearful
4,160,"I am trying to make my experiment design more rigorous, but every time I think I have finalised the variables, another issue appears, such as fairness, prompt leakage, inconsistent conditions, or the cost of making too many API calls. It feels like the more carefully I think, the more complicated everything becomes, and then I start doubting whether the whole design is still practical. I know this is part of research, but it is frustrating when refinement makes the plan feel less stable rather than more stable. Could you help me simplify the design while keeping the important controls and not turning it into something messy?",4,fearful
4,161,"Sometimes I feel like even when I spend many hours working, the result still looks too small compared with the effort I put in, and that makes me strangely discouraged. I know progress in technical projects is often hidden for a while, especially when the work involves debugging, reading, and redesigning rather than producing something obvious. Still, emotionally it is hard not to feel that I should have more visible outcomes by now. Could you help me think about my workload in a healthier way, so I do not keep equating invisible effort with failure?",2,sad
4,162,"I get irritated when group work becomes unbalanced, especially when one person keeps delaying their part and the rest of us have to adjust everything around that delay. I do not expect perfect coordination, but I do expect basic responsibility and communication. When that does not happen, it creates extra stress because the people who care more end up doing extra planning, extra checking, and sometimes extra implementation as well. I want to respond in a firm but professional way rather than sounding emotional or hostile. Could you help me phrase a message that sets expectations clearly without making the situation even more tense?",3,angry
4,163,"I need to email a department administrator about something important, but I always hesitate too much before sending formal emails because I worry the wording will sound awkward, unclear, or too demanding. Then I delay sending it, which only creates more stress because the issue remains unresolved. I want the email to be respectful and concise, but also specific enough that they can actually answer the question without misunderstanding me. Could you help me structure an email that sounds polite, organised, and appropriately formal for a university setting?",4,fearful
4,164,"I had a surprisingly productive day today, and that feels good because it has been a while since I ended the day feeling genuinely satisfied rather than vaguely guilty. I managed to finish some difficult tasks, reply to messages I had postponed, and make the kind of progress that is visible enough to boost my mood. What I want now is to protect that momentum instead of wasting it by either overworking tonight or becoming lazy tomorrow because I feel I have already earned a break. Could you help me plan the next day in a balanced way so this good rhythm does not disappear immediately?",1,happy
4,165,"I want to understand how to explain the difference between valence and arousal in a way that is technically correct but still easy to follow for someone who is not deeply familiar with affective computing. I know the basic definitions, but when I try to explain them out loud, I often sound repetitive or vague, and I am not sure I connect them well to practical examples. It would help if I had a short explanation that includes intuitive examples, such as calm happiness versus tense excitement, without becoming too informal. Could you help me phrase that clearly for a report, presentation, or spoken explanation?",0,neutral
4,166,"I am worried about whether my current project progress is enough for the deadline, because even though I am not doing nothing, the remaining tasks still look large when I see them all together. What scares me is not just the workload itself, but the possibility that I may realise too late that I should have narrowed the scope earlier. I keep thinking about worst-case scenarios, such as unfinished evaluation, weak writing, or not having enough polished results to defend my choices properly. Could you help me assess the situation more realistically and make a priority list that reduces panic?",4,fearful
4,167,"I am tired of spending so much time on formatting issues in reports and slides, especially when I know the actual content matters more than whether every line break, figure placement, or caption style is visually perfect. Of course presentation quality matters, but sometimes it feels like the tool is fighting me and absorbing energy that should go into the argument or analysis itself. I end up wasting attention on small layout problems and then feel mentally exhausted before I even return to the substantive writing. Could you help me create a simple standard format so I stop over-focusing on appearance?",3,angry
4,168,"Lately I have had moments where I feel emotionally flat, not dramatically bad, but just tired, unmotivated, and not especially interested in things that usually make me feel better. It is a strange feeling because nothing catastrophic has happened, yet the combination of deadlines, uncertainty, and mental fatigue seems to have slowly reduced my energy. I do not want to become overly negative, but I also do not want to ignore the fact that my mood has clearly been lower than usual. Could you help me think through a gentle recovery plan that fits around academic pressure rather than pretending I can fully rest?",2,sad
4,169,"It really annoys me when software gives vague error messages that do not actually tell you what went wrong, because then you have to waste extra time guessing the cause instead of fixing it directly. I can accept that bugs happen, but I hate when the message is so generic that it is almost useless, especially in situations where one missing file, wrong path, or bad environment variable could each produce the same unclear result. When I am already under pressure, that kind of ambiguity makes me much more impatient than it probably should. Could you help me design a systematic debugging checklist so I stop reacting emotionally every time this happens?",3,angry
4,170,"I have been thinking about the future a lot, especially things like graduation timing, job applications, and whether one delay or one weaker result now will have a bigger long-term effect than I expect. I know people say that careers are not destroyed by one imperfect semester, but when deadlines and uncertainty pile up together, it becomes hard to believe that emotionally. Part of me wants to plan carefully, but another part keeps spiralling into broad worries that are too vague to solve directly. Could you help me separate what is actually controllable in the short term from what I am just catastrophising about?",4,fearful
4,171,"I had a conversation recently that made me feel much lighter than before, because for once I felt understood rather than judged when I explained what had been stressing me. That kind of emotional relief is surprisingly powerful, and it reminded me that sometimes the problem is not only the workload itself but also carrying it alone in my head for too long. I want to remember this feeling and make better use of support when I need it, instead of always waiting until I am already overwhelmed. Could you help me turn that insight into a practical habit rather than just a temporary emotional moment?",1,happy
4,172,"I need to explain why prompt strategy is treated as an experimental variable in our study, and I want the wording to sound methodologically clear rather than just intuitive. The main idea is that different prompt styles may change how the model uses emotional signals, but I need to phrase that in a way that sounds like a proper research rationale. I also want to show that controlling prompt wording is important for fair comparison, not just for making the outputs look nicer. Could you help me write a clean explanation that connects prompt strategy, model behaviour, and evaluation design in a logical way?",0,neutral
4,173,"I am worried that if I speak too quickly in a presentation, I will sound nervous and unclear, but if I slow down too much, I might lose my place or sound unnatural. Public speaking becomes harder for me when I start monitoring myself too much, because then even basic things like breathing, pacing, and pronunciation suddenly feel awkward. I want a simple strategy that I can actually remember under pressure, rather than a long list of advice that disappears from my head the moment I stand up. Could you help me build a small speaking checklist that keeps me steady without making me more self-conscious?",4,fearful
4,174,"I keep trying to organise my week properly, but my plans often become unrealistic because I underestimate how long focused academic work actually takes, especially when there is reading, debugging, or rewriting involved. Then once the schedule slips, I feel irritated and disappointed, and the whole plan starts to feel useless even if parts of it were reasonable. I do not think the problem is laziness alone; I think my time estimates are simply too optimistic, which makes everything feel more chaotic than it needs to. Could you help me redesign my planning method so it is stricter in structure but more realistic in workload?",3,angry
4,175,"There are times when I look at how much other people seem to have achieved and feel quietly discouraged, even though I know comparison is usually misleading and incomplete. Rationally I understand that everyone has different starting points, different support, and different challenges, but emotionally it is still hard not to measure myself against visible results. The problem is that this kind of comparison rarely motivates me in a healthy way; instead it makes me feel smaller and less effective. Could you help me build a better way of judging my own progress that does not depend so much on what other people appear to be doing?",2,sad
4,176,"I get especially frustrated when I finally sit down to work seriously and then something external breaks my concentration, such as unnecessary noise, pointless interruptions, or software behaving strangely for no obvious reason. It feels like I have to spend so much energy just reaching a focused state that once it is lost, the interruption seems much bigger than it might seem to someone else. After that, I sometimes become disproportionately irritated, not because the trigger was huge, but because it interrupted something I had worked hard to build. Could you help me create a recovery routine for getting back into focus without staying angry?",3,angry
4,177,"I need to ask for help on something technical, but I always worry that my question will sound stupid, incomplete, or too basic, especially if I am asking someone who seems much more experienced than me. Because of that, I sometimes spend too long struggling alone before I finally ask, and by then I am already more stressed than necessary. I know that asking clear questions is a skill, and that people are usually more willing to help when the problem is framed well. Could you help me structure technical questions so they sound thoughtful and competent even when I am confused?",4,fearful
4,178,"I was relieved today because something I had been worrying about for quite a while turned out to be less serious than I feared, and that changed my mood almost immediately. It is strange how much mental space one uncertain issue can occupy, especially when you keep imagining the worst possible version of it. Once the uncertainty reduces, even ordinary tasks feel lighter and more manageable. I want to use this as a reminder that anxiety often exaggerates future problems before enough evidence is available. Could you help me turn that lesson into a habit so I react more calmly next time uncertainty builds up?",1,happy
